"Name","Origin","Balkans","Arabic","Italian","EastEurope","Africa","French","SouthEastAsia","Jewish","CentralAsia","Scandinavian","Persian","Greek","Hispanic-Iberian","Slavic-Russian","Japan","German","China","India","Turkey","Philippines","AngloSaxon","Korea","max_pred","dist_2nd","entropy","pred_origin","match"
"bernd bauchspie","German",0.000173266787005143,0.000175902789679912,0.00087265892466575,0.000346121523807766,9.42356021894628e-06,0.00502900579625534,0.000370334812561009,9.04095576758212e-08,6.26859228857666e-07,0.00190139675490064,3.45617521748977e-06,2.40002960577237e-06,0.00436309583014626,0.000173889794604402,5.15861013189353e-07,0.978036989780935,0.000711544034394479,0.000538520156333649,2.88241671505266e-08,0.000354058951150776,0.00693613228198451,5.40062565934055e-07,0.978036989780935,0.97110085749895,0.147031603918811,"German",1
"jzef batkiewicz","EastEurope",0.0012083628334434,0.0142388912078324,0.030673137395806,0.084571004731355,0.0139762677896616,0.112771931968064,0.0573263620193909,0.000207765166641567,0.00830338193973473,0.00889617417313757,0.00160919146531962,0.00551537430119898,0.139915522552355,0.00415615260331793,0.00118643471135434,0.133570097089071,0.0485304590920001,0.0468941968652954,0.000326669703173311,0.0217878303181885,0.263092695931201,0.00124209614245855,0.263092695931201,0.123177173378846,2.28748355539572,"AngloSaxon",0
"arturo valencia cadena","Hispanic-Iberian",9.20911477307681e-06,2.92585925913766e-08,0.000806983272001008,1.20432667686561e-07,1.78249752516174e-07,4.35951320481065e-05,2.68068615362207e-06,2.53405020288365e-08,3.51060808949497e-11,1.52204749916144e-07,5.41154434350215e-06,2.56792091849912e-08,0.995842502663729,1.65148468602495e-10,2.09941863998533e-08,7.5938083471528e-05,2.25107932868387e-05,4.08228466156936e-07,1.69408532062016e-12,0.00300413151933302,0.000186076535329882,6.54551386993192e-11,0.995842502663729,0.992838371144396,0.030562515132715,"Hispanic-Iberian",1
"w fitt","AngloSaxon",2.8624346147066e-05,0.0110791887781147,0.0188004447140963,0.0124771143986879,0.0312329577181065,0.0010474941236821,0.119825429896081,5.3114785446029e-06,3.5144450178543e-05,9.66619525991661e-05,0.000193484489879744,0.000140999536831944,0.0232336668353053,0.0147604122304875,0.00365914751401695,0.0206494827625123,0.047364851484137,0.0305505571091374,1.56218632451181e-06,0.0100385400359766,0.654660682568368,0.000118241390785029,0.654660682568368,0.534835252672286,1.37943784301599,"AngloSaxon",1
"mile scherb","French",0.0702781571294884,1.79962349771395e-05,0.016529314620282,0.00347324235816294,0.00214051455351757,0.00959654445603592,0.00904099677315444,1.11370708563283e-06,1.51044580114691e-07,0.00979493990311546,0.00198331947792188,1.39375718628567e-05,0.157446351453774,7.47703908386001e-06,2.91067045037482e-06,0.644186075323693,0.00506950103037275,0.00110184599266029,3.57587442550937e-06,0.0108814266330778,0.0584275609281005,3.04722417827078e-06,0.644186075323693,0.486739723869919,1.25639172169916,"German",0
"boris klavora","Balkans",0.0285037895381697,0.000362158160908757,0.241951817510242,0.0032354209271131,0.00155082684249357,0.197031057737924,0.00449667992094731,0.00108363491468154,1.8777248107009e-07,0.0015485028792195,0.000207434134697756,0.000361919710405409,0.0521969251415792,0.133324957644259,1.54127978745242e-07,0.292429885854052,0.00635303856167009,0.0010897048081039,8.13136500417031e-09,0.00118796929622971,0.0330837650266066,1.61358872942839e-07,0.292429885854052,0.0504780683438105,1.78527301440296,"German",0
"hajime hosogai","Japan",5.5063233034077e-06,3.45181322254135e-05,0.0053498282064475,6.97629878813008e-06,0.00275865204950188,0.00353778135800472,0.00049258209440874,9.75815090781243e-07,6.79743703612766e-06,1.77585565410016e-05,0.00190135224600778,2.59041761495175e-05,0.057066570541722,1.16091606492489e-05,0.899415164924156,0.00486749312305408,0.00013135305021366,0.000220248974892727,2.79533242763558e-07,0.00889214024288112,0.0152564080585989,9.96970839647648e-08,0.899415164924156,0.842348594382434,0.474592449636571,"Japan",1
"bernhard greulich","German",8.51274079874937e-10,3.42209814213486e-08,1.84466617856947e-06,2.62625834410548e-07,8.79188738243933e-06,0.000133029067511002,4.72295865730469e-05,5.73060831050885e-10,2.61135119825827e-08,2.08095065078703e-05,1.00922275914036e-08,1.10990087584235e-06,0.000118912444649847,1.79476885123938e-09,3.26978417464486e-09,0.998962723198596,5.60480897146785e-06,1.1849397357709e-06,1.25771156793666e-09,9.02483875612151e-06,0.000689390931921572,3.42318567648973e-09,0.998962723198596,0.998273332266674,0.00934808931598003,"German",1
"heinz max hugo wllner","German",0.000357127868400063,0.000362561050561565,0.00251061460566319,0.000357437168500009,0.0017992696850647,0.00644984514698743,0.00396703698642244,1.86347153853555e-07,1.30497462680823e-06,0.00534293037409144,0.0007190622228703,4.94680759089213e-06,0.0257235264001114,2.44270369569268e-06,1.06326404047385e-06,0.919846075609923,0.00324644137120503,0.00217787562655395,4.64835355386538e-08,0.00998496773238857,0.017144124423678,1.11314693547687e-06,0.919846075609923,0.894122549209812,0.441385137650239,"German",1
"igor georgiyevich kolodinsky","Slavic-Russian",0.0302591475783912,0.00013494462921795,0.033827249239307,0.00796840693411064,0.000693240604588729,0.0286298043491238,0.00188277852871102,0.000639602773891089,0.000223347525495471,0.00252429564442741,0.000101322851894327,0.000512256900594572,0.339452991298725,0.0545673795298381,4.29570448598879e-05,0.396253090981423,0.000722947878444934,0.000309074107690363,4.48307158051321e-05,0.000610153453647878,0.100600043499434,1.33930378432597e-07,0.396253090981423,0.0568000996826983,1.54161830456984,"German",0
"hayat lambarki","Arabic",0.000169010197363686,0.160547582631501,0.00353273696944966,6.94679060798334e-07,0.0645118636969482,0.692661336964172,0.0153653346686761,1.36000092006104e-07,0.000143800868904051,0.00208082622658531,0.00402867266660314,3.61028474857486e-06,0.00266635150336507,1.15600565018787e-06,7.75992572684343e-07,0.0106874764874965,0.000810558135751013,0.0112018339836388,0.00402631876555519,0.00157177471128275,0.0259873361624191,8.1239816391367e-07,0.692661336964172,0.53211375433267,1.09445284769949,"French",0
"martin penc","EastEurope",0.000661488234893917,0.00021570344744309,0.00146170244152128,0.17623445133326,0.0106381322405207,0.0390504441881838,0.00758347558698615,2.46420112104815e-05,1.23203556791689e-05,0.0100034060654111,0.000468260214664269,0.000117119836240107,0.0948268411558591,0.000525226048799346,2.46571853910246e-05,0.44598598861292,0.00469442804942682,0.00332696400522423,6.77790866048307e-05,0.00638411763965105,0.197674353908209,1.84983519009882e-05,0.44598598861292,0.248311634704711,1.57069932778711,"German",0
"jos antonio grande cereijo","Hispanic-Iberian",4.58945097223682e-08,5.11544573791486e-07,0.000113551718999875,1.41588757318568e-05,0.000913113814317928,0.00196168084093889,0.00284930412649393,1.44611797490446e-08,1.00938101135646e-07,2.78876138648141e-05,2.81772610974429e-05,2.80083286092764e-05,0.921749842612077,9.67608886960479e-08,8.25129447486562e-08,0.0416747663612178,0.000666301600790619,0.001412110405606,3.93969820209185e-09,0.000185547721152545,0.0283469818438425,2.77108233633505e-05,0.921749842612077,0.880075076250859,0.361976727126427,"Hispanic-Iberian",1
"emil holm","Scandinavian",2.55142625925134e-06,4.55176466032239e-05,0.00127924919163273,0.000611761494269197,0.000265136578350564,0.000100899600327848,2.25151820611687e-05,5.74931179168032e-08,7.78796944038883e-08,0.974004727121999,1.12994656744532e-06,3.16528781425495e-07,0.000576851965374649,0.000491710586633721,1.83675728522511e-10,0.0172263013651889,7.93621545595218e-05,4.18315274653334e-05,1.16952159386754e-07,0.000592847599549769,0.00465703738343591,1.92292851581057e-10,0.974004727121999,0.95677842575681,0.151158602761972,"Scandinavian",1
"farhang khosro panah","Persian",1.62514669686547e-08,4.1543822000153e-05,0.000108859386980954,5.01372610060608e-06,2.7875430998823e-05,0.000462340937550092,0.000445709272614229,5.34880764493738e-09,1.26068621502515e-08,0.00805762143066805,0.943947409492873,1.41990482349904e-07,1.29081743639698e-05,5.02739961691772e-06,2.75660992645064e-08,0.0133850108998525,0.00163338660441477,1.14248160179922e-05,5.1651561348037e-10,5.11727514514375e-07,0.0318551237388403,2.88593592478321e-08,0.943947409492873,0.912092285754033,0.280411707899255,"Persian",1
"william bill bradley","AngloSaxon",3.65188957225804e-06,2.27620053070572e-08,3.12285193352574e-05,8.05131943549156e-06,0.00298169583152301,0.00243215578948891,0.00110136340043495,2.05022654384833e-08,1.74870609673661e-09,0.00023447043874777,1.71887797464653e-05,3.6190553734409e-06,0.00401035931425786,4.66738600890379e-05,1.474462343191e-08,0.000579648004564661,0.00120069865088039,0.000218924158591231,5.25166366326585e-09,0.0021554444876402,0.98497015486521,4.60662584500718e-06,0.98497015486521,0.980959795550952,0.107183493067665,"AngloSaxon",1
"uwe adler","German",6.30840251079109e-08,5.21392943547706e-10,5.83359638108473e-06,0.000134632335785719,2.10729229910762e-05,0.000129395170249693,0.000128403481835719,8.45352478782331e-07,4.13988968932019e-06,0.00205079915776703,9.30579840718458e-08,1.16873495221086e-05,0.0010775362162865,1.70277721697043e-07,1.98589231723445e-10,0.994591659484834,5.10133298188642e-06,3.42739533893633e-06,5.05859036877492e-06,5.99196775386632e-07,0.00182948117909497,2.07906019856687e-10,0.994591659484834,0.992540860327067,0.0411654029412745,"German",1
"franois vincent","French",5.64337406739397e-08,0.000165097463129907,0.000308179070842051,7.14993680864334e-08,0.0212077143494664,0.894169263668694,0.00749126931370099,1.60957687527485e-08,4.7201287079349e-09,0.000382491293413451,0.000589646112897049,4.27281390677496e-07,0.00207645886118274,5.80821929555002e-05,3.21904855682131e-05,0.000774515852059223,0.012045200776021,0.0121893292138991,3.69222718158857e-05,0.00543827991073011,0.0430346829774916,1.00155735866505e-07,0.894169263668694,0.851134580691202,0.520073607289258,"French",1
"werner kleine","German",2.79246935430626e-10,3.60761787940538e-07,5.69433674409385e-05,3.43539542531941e-07,1.6312652202608e-05,0.000173928611879394,4.27420547241723e-05,1.85422378652402e-10,1.2885106985282e-09,1.0983658869071e-05,3.61291047291135e-07,1.06753042845633e-06,0.00640744004598748,8.63851822679852e-08,1.03259756486119e-09,0.991181173041603,4.20673350780386e-05,1.81286487456625e-06,5.62406536094116e-11,0.000255891619117864,0.00180848131717456,1.08104174612531e-09,0.991181173041603,0.984773732995616,0.057954046511227,"German",1
"vicente rodrguez royn","Hispanic-Iberian",0.000776412094877031,1.69759526840418e-06,0.00179690934771261,0.000846641900068524,0.000921737835192295,0.00779289127913593,0.00949662712253324,4.7990403134502e-08,3.37107647479479e-07,0.000184220503312213,0.00101024385099105,0.000612671296786106,0.896646338840497,9.49587854394307e-05,5.93452258330138e-07,0.0037371374355595,0.00717637241549952,0.00129426178910096,1.0936423434582e-08,0.0602051289079189,0.00740413821938063,6.21293994309841e-07,0.896646338840497,0.836441209932578,0.493658051880465,"Hispanic-Iberian",1
"dmytro oleksandrovych chumak","Slavic-Russian",1.60388784213467e-07,2.50845533087358e-05,0.00117211656651473,0.000721360185545518,5.16267719217962e-05,0.000475617732592488,0.00013637182154936,1.90159248719097e-05,9.49172051617353e-06,0.00567255300826167,2.64893488199921e-05,1.32566424479365e-05,0.00455067298907691,0.92244667253234,3.02485742503946e-05,0.0104189845875004,4.02724306214305e-05,0.00011271394592226,2.74720387015139e-06,4.71727978132912e-05,0.0539762769761886,5.10932972815783e-05,0.92244667253234,0.868470395556151,0.355726481354087,"Slavic-Russian",1
"petar gora","Balkans",0.78362840232949,4.81202160723197e-06,0.00453932650629691,0.00128062528313284,0.00692216240354856,0.00574950461910588,0.000255739892678064,2.02086367677312e-06,5.79617453084254e-09,2.42569183246331e-05,3.52317246219411e-06,0.00199279878145804,0.00312898267717054,0.000744088635621012,6.92803117705713e-09,0.0467597071194633,0.000261011728508418,0.000886974475975663,2.56173832326575e-10,0.000734897108835,0.143081145229206,7.25305886409218e-09,0.78362840232949,0.640547257100284,0.761568255320985,"Balkans",1
"emanuel thiel","EastEurope",2.03402454503112e-06,7.66007240534704e-07,0.000131975997305119,0.000427801595385832,0.00802508598149039,0.00783161239819028,0.000701680337984115,2.53902174327007e-07,9.25734944264454e-10,0.00530922143766373,1.7814637417798e-06,5.11065219019158e-07,0.0748961267293476,4.08067864602217e-07,4.47982199326051e-10,0.894254620058306,1.8125682345482e-05,7.89683359615525e-06,3.77151494463194e-11,0.000841190858923894,0.00754890567824464,4.68999226293541e-10,0.894254620058306,0.819358493328958,0.451369633982861,"German",0
"traisy vivien tukiet","SouthEastAsia",0.00402549389894361,0.00126601631972541,0.00490883244651575,0.0181710180746702,0.0345037407884147,0.0216359205589482,0.753799257820813,0.0101507862780788,0.000790082757626104,0.00518311485325187,0.000484307483439182,0.0049173817238907,0.0114480392306705,0.00186192013664561,0.00266473985795882,0.0238232532723846,0.00415327605324449,0.00759907479931615,3.27992249918244e-05,0.021079475473512,0.0654287404522163,0.00207272849474165,0.753799257820813,0.688370517368597,1.15153952826258,"SouthEastAsia",1
"jess gonzlez guisande","Hispanic-Iberian",5.0597573697372e-08,6.24707078764387e-05,0.000296190787642532,4.67012315242786e-05,0.000544948052733157,0.00323535902099643,0.0015412687916355,3.10995556274265e-05,5.70277817444047e-08,0.000326607986475316,0.00020240531576015,2.16034461352309e-07,0.945012387383774,1.5652385296279e-05,4.64343255803937e-08,0.00104250026057158,0.00673315745864421,0.00093457934939255,1.99241072888647e-09,0.0181144690139368,0.021859781998774,4.86127859620975e-08,0.945012387383774,0.923152605385,0.297973230553843,"Hispanic-Iberian",1
"arne andersen","Scandinavian",4.91016039122306e-06,2.34310771420345e-08,6.12159189427157e-07,1.78227060348955e-05,1.01240555641408e-05,1.44239626778899e-05,1.03037160153252e-05,5.81188239841063e-09,3.86704178060606e-11,0.997798920060187,2.34555080111213e-08,9.96145596360317e-09,3.44629985111313e-05,1.43635272589942e-08,1.49280540890628e-11,0.00183236940237052,3.66671569037373e-06,1.74905506459909e-08,1.62306968049916e-12,2.68467937156825e-05,0.000245442684801668,1.56284018167939e-11,0.997798920060187,0.995966550657817,0.0171302302297788,"Scandinavian",1
"james e nesbitt","AngloSaxon",1.16056532392163e-07,1.14144081895405e-06,3.50438058973061e-06,4.06113540835451e-07,0.00211992999725877,0.000210509661073804,0.00017697549780065,6.48477362620423e-08,2.0260649512911e-12,1.29694249660509e-06,3.28121146438442e-06,1.0116989966216e-06,5.21630350225728e-05,8.00609133710791e-07,3.92047043297013e-07,0.000166296113683107,7.87040143428442e-05,0.000420100386867418,1.42697292958751e-07,0.000604150766681169,0.996158620428631,3.92050966643254e-07,0.996158620428631,0.994038690431372,0.0308120510859765,"AngloSaxon",1
"gianantonio antonio saverio","Italian",3.24747335176569e-07,1.10004095813507e-05,0.956147171734435,4.11442321129002e-07,0.000743818687327769,0.000316497084548763,0.00341486040998408,1.90155066191283e-07,5.57943531466861e-06,3.46057314179499e-06,7.13047281639695e-06,5.04789316836506e-06,0.0183671879746327,6.84675377151774e-07,9.97411024722364e-07,0.000234271359962147,4.00721871398776e-05,4.29194616838301e-05,2.0384255475595e-07,1.65721518061893e-05,0.0206405536863443,1.04420443400469e-06,0.956147171734435,0.935506618048091,0.22710900029141,"Italian",1
"jacques dimont","French",9.64392570973598e-05,0.00017372131544944,0.013144735488929,0.00115066233528357,0.0131837307877059,0.865424622240468,0.00041116914624141,5.75819879832614e-05,2.11457736869624e-07,0.00051851502955001,0.000116255450974367,0.000173455362544108,0.0524054281455388,0.00130551722643856,1.71904790153899e-07,0.0101951958779819,0.000870184382094706,0.00058231871099581,7.0412652187757e-09,0.00234664363102179,0.0378432532502289,1.79969681160597e-07,0.865424622240468,0.813019194094929,0.618072115111471,"French",1
"peter oleary","AngloSaxon",3.5399914137879e-07,3.81652600657099e-07,1.62416658021653e-06,1.97489899879647e-06,4.16004147095738e-05,6.24641803339656e-05,5.33424631713781e-05,4.67193929491413e-08,1.21641583864924e-12,1.76039628349541e-05,1.7364084303853e-06,1.95436563026744e-06,0.000344037704585291,3.13643172192685e-07,3.69693032426711e-08,0.00393819079060519,0.000436679541721938,6.7912242308764e-05,5.45295464374796e-08,0.00057350043210242,0.994456129309509,6.16041049996021e-08,0.994456129309509,0.990517938518904,0.0402456735644264,"AngloSaxon",1
"sigmund sfteland","Scandinavian",2.46141658198201e-05,0.000244194536523795,0.0382125834631481,3.1185196676224e-05,0.00780409866101611,0.0689633329334489,0.00109145317910128,3.95891530001471e-06,0.000107054422628425,0.325259974312539,0.000136117983999926,0.00010509413131795,0.0624915435158373,5.18948469794175e-05,2.25888734587028e-05,0.227331495351971,0.0160325550221855,0.000893557647092017,3.78371865319189e-06,0.15919146332409,0.0919738071706779,2.36486275367912e-05,0.325259974312539,0.0979284789605675,1.8212440036541,"Scandinavian",1
"lucienne germaine georgette  laudr viel","French",6.75287481388854e-09,1.24753078844301e-07,0.00277413338735726,8.55563136864298e-09,5.80385508479633e-06,0.934650200777429,5.72364320473616e-06,1.49601267868126e-09,3.93188774553309e-08,2.72254712920525e-08,2.31829278946204e-08,4.90070221572781e-06,0.0456838108683046,1.42373057735608e-08,7.91214800366934e-09,0.0144090801701274,3.17880059095699e-07,5.54539113298151e-05,1.29125926638777e-09,0.000723639174081891,0.00168667262187337,8.28334540440102e-09,0.934650200777429,0.888966389909124,0.298326467973101,"French",1
"krzysztof sieko","EastEurope",1.74402903433839e-06,2.09520590169342e-05,0.00699425491406458,0.435639544581577,0.000556265224852595,0.0220332323966165,7.73345742410167e-05,2.80507707563765e-07,7.29076138060404e-06,0.018759479686829,3.01272284104319e-06,0.00161496425305926,0.00978621160922553,3.67699318056001e-06,1.60052757641093e-06,0.0932683585050863,0.00113598168054933,0.000599152028504529,2.36532805326431e-07,0.000562675824451651,0.408932074971279,1.6756161207465e-06,0.435639544581577,0.0267074696102981,1.2196688168193,"EastEurope",1
"sneh chousurin","SouthEastAsia",0.000194886887604499,7.06164036154188e-05,3.87479048509729e-05,0.000242915866393302,0.00402150646870956,0.000340756321931486,0.000550369980820001,1.99630014320102e-06,1.39341275126408e-05,3.63300478756302e-05,0.00388974283841222,5.29941697410982e-05,0.000674508835818329,5.49302964521111e-05,1.13905370292188e-05,6.80300121842141e-05,0.00427105682680475,0.927113658764062,5.43776051926064e-07,0.00052068418425772,0.0578184745271286,1.19249226014076e-05,0.927113658764062,0.869295184236933,0.325050299581886,"India",0
"oleksandr volodymyrovych krykun","Slavic-Russian",1.52240486404408e-07,1.12768787871477e-05,0.00134436392951423,0.018327000760528,3.42455007965885e-05,0.000566867552010041,0.000113644700706698,3.38144805722942e-07,1.92575187904415e-05,0.0434942010366723,1.21868246314922e-05,0.000654916887872432,0.0120880373666262,0.830946348516821,2.03885628992981e-06,0.00954264961259738,0.000764500484361779,0.000722262315131272,1.60404645313062e-05,0.000633518466535658,0.0807040174325347,2.1345089691942e-06,0.830946348516821,0.750242331084286,0.699838470714354,"Slavic-Russian",1
"noriko yamashita nishi","Japan",2.92419122368121e-07,0.000839595248016634,0.00381909414259478,3.70483725091167e-07,4.16420673275614e-06,0.0256593498763527,9.6200684590748e-05,3.81085933992055e-08,2.93789310412159e-07,0.000146287253241991,0.000176576299352041,1.01163809163171e-06,0.420789548662146,6.16516753817012e-07,0.373710620805809,0.000724167582389071,0.000231963982076495,0.0133674392458878,9.54562076865261e-09,0.111021358605923,0.0494109965508644,4.35280615321318e-09,0.420789548662146,0.0470789278563365,1.31456505794492,"Hispanic-Iberian",0
"gnter bergau","German",0.00121256522283756,0.00727911028255185,0.0207778055164257,0.00209526033030768,0.0218731725690686,0.0480728569055274,0.0570894475061033,0.00020577204469459,0.00144213022292388,0.0083054488401622,0.0078664710476318,0.00546246450046958,0.132790125872476,0.00321698786626188,0.00117457890692347,0.492631959181891,0.0478901671232145,0.0466855557583143,5.02462124518552e-05,0.0198334781753742,0.0728147117898936,0.0012296841244955,0.492631959181891,0.359841833309415,1.85701587892274,"German",1
"takeshi teshima","Japan",3.56920046182856e-05,3.25411101386555e-05,0.000179762936150214,1.46704096161051e-07,3.36927854057532e-05,0.000324423268235111,8.14940367984401e-06,1.67253025336869e-08,1.17272763641132e-07,3.04378599507047e-07,3.25888499143064e-05,3.23934684156054e-05,0.152119434139193,3.58203407552588e-05,0.831789065610929,0.00288345553929394,5.15927374470642e-06,3.77502948316371e-06,4.02528765422442e-09,0.00940478681966176,0.00307866898318616,1.33114625258486e-09,0.831789065610929,0.679669631471736,0.524665642666637,"Japan",1
"kreimir osi","Balkans",3.13847958166784e-05,0.0210996591383562,0.0105617884140599,0.0136803714492636,0.193321716821489,0.050213426987185,0.18691867807548,5.24732590409623e-06,3.73765398678122e-05,0.0125554113852136,0.0113833800213496,0.000139296528428158,0.0637746204291324,6.61695865831576e-05,2.74915560986009e-05,0.0998479750188786,0.00110450632030684,0.0011843618347611,1.38280055802616e-06,0.096585442545674,0.237431531106694,2.87813188989349e-05,0.237431531106694,0.0441098142852048,2.06698816225513,"AngloSaxon",0
"constant ambroise roux","French",4.2345816492427e-10,3.99550789851462e-05,5.51884105131261e-05,1.00715783513082e-06,0.0184194270552543,0.977883117518094,1.99375177727259e-05,1.29445986386754e-10,1.30750329128071e-10,1.23184769537648e-06,7.13156269597624e-10,3.09380433288883e-05,0.00032770176497757,6.3947917028286e-05,7.17765664896212e-10,0.000162945991079686,5.28915644893244e-05,5.23764821998635e-07,4.54510449694274e-12,0.00011157404660434,0.00282960945095904,7.5143954827407e-10,0.977883117518094,0.95946369046284,0.119772608271248,"French",1
"taras viktorovych mishchuk","Slavic-Russian",9.46713648785355e-08,6.3211131191726e-06,0.000993340749680227,0.000116468090620556,0.000763621159807487,0.000299862066572375,0.00965039359030252,0.000734571466077404,0.00209750612662106,2.14003661290967e-05,0.000689536902049237,0.000744389922396238,0.0103270212992334,0.910594430090957,2.19298357267182e-06,0.00356519637096579,0.001556480001355,0.00082093590601533,4.53987892723574e-08,2.95924562803568e-05,0.0569843034009778,2.2958671134809e-06,0.910594430090957,0.853610126689979,0.4216740534501,"Slavic-Russian",1
"emin nadirovich garibov","Slavic-Russian",0.00102283097007505,5.9580440578066e-05,0.000364112080659039,2.48058627616084e-07,7.28303929619047e-05,0.00165673246295066,0.00822030303419498,0.000472672332684752,0.263297762789362,0.0111315814641692,0.000395349610236759,0.00047899018311307,0.00390380562293672,0.293557175076602,1.29264456937458e-06,0.014453738056566,5.19335497657481e-05,0.00100067000222315,0.353337504670808,2.3660555271567e-05,0.0464958727128216,1.3532888222373e-06,0.353337504670808,0.059780329594206,1.43375135769723,"Turkey",0
"helene hermine leni schmidt fischer","German",4.31422027621744e-11,1.37900986776551e-07,0.000226496372369569,3.00065344938369e-07,4.53215162212154e-05,0.124343000220584,1.23846495245071e-05,1.32598783329269e-08,5.19282124188341e-10,0.0336634256364953,7.12099597553072e-07,1.02672390991525e-07,0.00187608655607301,5.82893843564617e-05,3.55545501364533e-11,0.835710092156454,9.98512167890736e-06,9.07911831080162e-07,1.9267930055896e-11,3.25871927240867e-05,0.00402015662901998,3.72225872597118e-11,0.835710092156454,0.71136709193587,0.560872833155504,"German",1
"moustafa ismail mahmud hamdy","Arabic",1.25183403796655e-10,0.00302217837703265,9.59070126624353e-05,3.86202242658194e-08,0.98067779587595,0.000720916014747031,1.71870928895778e-05,2.02759241204491e-11,3.04075312428592e-12,1.53257383734469e-05,0.0119321424521564,1.55466420588374e-07,1.49838082951516e-06,1.15648793440759e-07,1.50711475224508e-10,0.0001588478867294,2.37436040529454e-05,4.09930183151891e-06,1.95337330562594e-08,2.32115119112482e-05,0.0033068170246683,1.57782084601106e-10,0.98067779587595,0.968745653423794,0.116825744363617,"Africa",0
"finn pedersen","Scandinavian",1.71252841298375e-11,3.61227553514945e-08,9.65708459091759e-07,7.46476891036055e-09,1.45313016305837e-05,6.97771501800855e-06,9.82421716584585e-06,1.40796473424694e-08,1.78984790029614e-08,0.996871810253013,2.01586759781958e-06,1.51291772839373e-10,6.89747928694379e-05,1.05593250111573e-08,3.22640782904286e-11,0.000752586222324394,1.47858360709983e-05,2.24097928691008e-06,6.5146103114337e-11,4.07342267834043e-05,0.00221446645520016,3.37777433524138e-11,0.996871810253013,0.994657343797813,0.0237379497814522,"Scandinavian",1
"nguyn vn cng","SouthEastAsia",5.43715815213707e-05,0.00029871828599496,0.0399305716536977,6.88866921492803e-05,0.0175082922505517,0.022975736285056,0.644640727868528,8.62777392139308e-06,5.9345072682039e-05,0.000157014184811768,0.0356510132665674,0.0282632302358838,0.0205087660474663,0.000114633375095263,3.57130124659366e-05,0.0305360878481298,0.0248616685438745,0.11319571049551,1.89869386774095e-06,0.000813106055248324,0.0202784922931474,3.73884838288972e-05,0.644640727868528,0.531445017373018,1.40583898330375,"SouthEastAsia",1
"halina kanasz wozny","EastEurope",1.49052396752792e-08,6.35785337319282e-07,7.80940539231856e-05,0.58625233959051,1.87340388106086e-06,0.00141806349477567,0.00100063223002413,3.43516647167624e-05,1.19676478896305e-07,0.000412331388270697,3.50207789690552e-05,3.48108172091698e-05,0.00440113068257467,4.12470900221486e-05,1.02553175418131e-07,0.143723597208048,0.000313123418786452,0.000141391504634241,1.06733878514314e-08,0.000178366007137858,0.261932635708454,1.07364444385084e-07,0.58625233959051,0.324319703882056,0.993657731199518,"EastEurope",1
"zhan shuping","China",2.33808132094407e-05,0.000151545058826127,0.00792339757540065,2.96225865919591e-05,0.00148462408514695,0.0247171971503647,0.129756727968031,6.04543462603811e-05,1.19342030397622e-06,0.0119482939008792,0.000173059411850355,0.000100905423928718,0.00939136424613853,0.0144164385146459,2.87717684155595e-05,0.0388521992316091,0.391914410202804,0.00117065946570811,0.00766650651629792,0.112982026025236,0.247185782790775,2.14394975763656e-05,0.391914410202804,0.144728627412029,1.69812103303305,"China",1
"emy cecilia pettersson brising","Scandinavian",0.000447835360683378,0.0107214458452477,0.0669809861000039,0.000448223220422354,0.306242746297225,0.0629930984160206,0.218345462458863,2.33677772704207e-07,6.97398755632249e-08,0.00134340010585991,0.0147395552715133,0.00714832312983458,0.102339138274885,3.06313000859879e-06,1.33332421577881e-06,0.0111864896705278,0.016123337621052,0.0067484802537769,0.000448007469514215,0.112064361793051,0.0612266304705432,0.000447778369104033,0.306242746297225,0.0878972838383617,2.01886158308644,"Africa",0
"marion leonora wharton varley","AngloSaxon",5.81246412061627e-10,1.81890390732018e-07,9.47436746490384e-06,8.93653487041483e-07,2.14397540185564e-05,0.000817040389760332,7.34769388445391e-06,5.35843729214928e-07,6.47841954727661e-10,7.859371560218e-06,2.14657478960013e-06,2.50264952169357e-06,0.0010116187840144,3.58392288851679e-07,5.33420541102094e-10,0.000733810021157742,7.34335078808528e-06,5.20001975032789e-06,3.01604198421094e-11,0.000116365366838458,0.99725587952544,5.58445896828777e-10,0.99725587952544,0.996244260741426,0.0226339770896477,"AngloSaxon",1
"antnio de castro mascarenhas de menezes","Portugese",1.75846488419847e-07,0.000111231018861435,0.00104602254814685,1.31249863468572e-07,0.000112411729029486,0.00035099007057932,0.000147432181475645,4.46428149841079e-05,5.13877495803339e-09,3.52270922120401e-07,0.000419146998232112,5.11108884641581e-07,0.975916333984032,2.16269051481358e-07,1.03269665809982e-07,0.000166896450612688,9.27666038012063e-05,0.0173455137346171,1.21368394390456e-07,0.000144393752314738,0.00410049468091943,1.06910349292783e-07,0.975916333984032,0.958570820249415,0.137285558916032,"Hispanic-Iberian",0
"carlwilhelm engdahl","Scandinavian",6.79963654007972e-05,0.00050229442879396,0.00110508897837793,8.61487666823456e-05,0.000936997252267417,0.0237484989042214,0.0231060930180159,1.04855598306881e-05,0.000222397909390006,0.896527632921975,0.000271158477550179,0.000278351699462846,0.00497236135798099,0.000143358950429656,5.98822506827119e-05,0.00126024001926175,0.0192299120883257,0.00236667154023665,7.88117237444997e-06,0.00130538598572908,0.0237284707342783,6.26916187320807e-05,0.896527632921975,0.872779134017753,0.524701765121641,"Scandinavian",1
